sample_HFS166	sample_HFS167	sample_HFS168	sample_HFS169	sample_HFS170	sample_HFS207	sample_HFS208	sample_HFS209	sample_HFS210	sample_HFS223	sample_HFS224	sample_HFS225	sample_HFS226	sample_HFS227	sample_HFS268	sample_HFS269	sample_HFS270	sample_HFS271	sample_HFS272	sample_HFS318	sample_HFS319	sample_HFS320	sample_HFS321	sample_HFS322
ZBTB10	1.8153	0.812862	0.989725	1.00063	0.994337	1.78868	1.651	3.10549	1.11454	3.97606	1.81553	1.88841	1.68753	1.93091	2.93261	1.70002	2.52325	2.44233	3.19025	7.30088	3.57779	4.34237	3.18294	3.17187
ZBTB11	3.34816	2.17886	2.26445	2.31929	2.16553	3.19148	4.81551	2.29299	4.54375	3.53254	2.08995	2.96959	2.99331	2.78227	1.53236	1.0624	1.06807	1.85576	1.33809	3.44279	2.94613	2.59122	1.25988	1.60338
ZBTB12	2.10173	0.676633	1.90605	1.90214	2.02955	0.943111	1.57611	1.64646	0.885648	1.8571	2.00518	1.00327	1.38512	1.44272	1.68833	1.74614	2.23335	1.66067	2.482	0.938949	2.84265	1.50734	1.6099	1.78721
ZBTB14	2.947753	4.4123546383	5.088129	4.435461	5.0087688	3.2969715	3.5746638	3.5024238849	3.07388713715186	4.28907	5.03171140046917	5.533431	5.218085	5.448956	8.19428486	3.169837	3.903655	3.708541634	5.27911102	4.322246	2.981295	4.11673	4.4594556	3.991652061256
ZBTB16	58.30173	36.061	31.99767	17.960522	24.21944	51.75842	43.94928	44.56852	58.44172	40.91913	21.998752	44.078867	40.1224	44.196607	21.962616	15.732018	16.27496	25.032323	10.3035	42.53185	36.06287	23.2508	27.00062	12.234642
ZBTB17	6.25531	4.58693	6.50081	5.41418	4.33498	5.08256	5.04707	6.87724	5.35135	6.87113	4.79223	5.43159	5.10627	4.67674	6.46604	5.21177	5.181	5.79288	6.06572	5.38848	6.44507	6.03641	6.30941	5.02733
ZBTB18	14.303903	10.871249	15.09512	12.35541	12.51721	7.690379	7.81691	9.4252	11.74777	15.244849	12.50167	12.77336	14.385525	12.94954	15.51326	9.953576	7.390698	14.21549	11.531862	13.8908	17.63253	12.874505	12.1327	10.876887
ZBTB2	2.888682	2.215953	2.680405	1.730619	2.526149	1.14067	1.124902	5.987675	2.086788	3.121937	1.48924	1.3641	1.665168	1.16083	1.793671	2.16046	1.844677	1.61336	2.691943	3.965589	2.452159	1.902043	1.62801	1.402833
ZBTB20	6.04501330356412	3.74084904353	5.937155627611	3.970366487905	4.17363104374783	2.5048580556136	3.0310395779848	4.677076394797	4.46328516268662	5.0288660472145	2.39452563714905	3.6979727191172	3.86331126024	3.69023730490767	4.171577236883	1.9703942119844	1.61682862906679	2.25583633663522	2.26547238244134	5.22928592092783	3.95713733214	2.805022359336	3.423260619413	2.4622269645387
ZBTB21	4.23453927177	1.901288	3.037983	2.318272	2.51365	3.626355	3.5090020009005	5.4819690003017	5.129669	2.900533	1.73095	2.760465	2.948617	3.118167	2.96441	2.259427	2.2225710609583	3.2789458772	2.0385783	3.5704698	3.261233	2.718127	2.975064	1.7487214
ZBTB22	6.62386	7.05047	9.39607	8.59374	8.21869	4.911	5.81101	6.24162	6.32944	5.62963	5.70797000258325	6.73	10.07063	7.23842	9.12418	7.60768	10.22954	7.08093	9.42058	7.98367	9.53714	7.46079	10.00213	7.20585
ZBTB25	1.42003089	1.8004314	1.922846	2.587501	1.8549173	1.437652	1.7145882	1.264863	2.174998	1.1589484	2.279950885	2.879373	2.52516075	2.091667	1.9069768	1.834795	1.3665657	1.830129	1.2443451	2.210988	1.58264	1.709407709	1.178018	1.8128141
ZBTB26	0.070912006	0.102728578	0.065608821	0.172317034	0.116406191	0.35218607	0.087032699	0.044476023	0.1023592485	0.35045866	0.138376387	0.26094455	0.060116085	0.056500684	0.065491121	0.064970146	0	0.105134648	0.167516828	0.106769131	0.14383743	0.091628759	0	0.13578793
ZBTB3	11.5568	12.9366	10.614	8.88543	8.08975	9.25414	10.6845	5.32522	9.10502	9.66485	8.87268	12.254	10.2491	11.4126	9.85458	8.57886	8.24892	9.82957	8.64081	8.14895	11.0932	7.85669	10.4839	9.48319
ZBTB32	0	0	0	0	0.20611	0.261324	0.19316	0.328416	0.151945	0	0	0	0	0.167528	0	0.191967	0.0630891	0	0.0619606	0.0529125	0.0608723	0	0.795887	0.20051
ZBTB33	4.45793	2.33826	2.70329	2.4625	3.44563	3.30957	3.55542	2.74846	3.18192	3.84474	2.7222	2.02661	2.37054	2.22734	3.21273	1.42628	1.37417	2.51321	2.24705	2.83412	3.25716	2.44013	1.96743	1.47216
ZBTB34	1.422755	1.46042	2.43979	1.808803	1.96536	1.35937	1.037648	1.888634	1.61423	2.11067	1.5811	1.61738	2.05729	2.111693	2.621819	1.963195	1.55673000068471	1.38341	1.66944	2.64607	2.06714	1.27894	2.04636	1.183974
ZBTB37	0.257725	0.178308234378	0.3766430382709	0.353855	0.2327203	0.198144253379	0.147437283298	0.287994	0.159153	0.523289	0.323506337728	0.335125	0.417458	0.736529	0.582914	0.354665202401	0.426056	0.635607	0.544864	0.2303710615486	1.1794112	0.2964392	0.741302000231931	0.683732
ZBTB38	2.0381100136359	1.734203	2.45423	1.773434454	2.1646763	1.03349400143283	1.179840317784	1.18071065934493	1.65461300055796	2.091805	2.47238	2.64280134691	2.973186179013	1.610151	2.346571	2.0690150330821	2.309032	2.23153780129961	1.6892223	1.635835	2.6697861291	2.28389519	2.0937014697593	1.6183068379
ZBTB39	2.69572	1.6375	2.16971	2.09137	2.17369	2.42369	2.22787	3.4599	2.38659	4.36054	2.04433	1.72783	2.16258	1.88502	3.35379	1.76882	1.95455	1.89463	2.3476	3.08787	2.48968	1.99007	2.58215	1.33511
ZBTB4	5.801026	4.615733	5.19191	5.15009	3.883303	3.07582386411	3.043764	3.527341	2.932682	3.870493	3.82724	4.61206	4.38124	4.22113	6.56775	4.5695	3.46628	3.741029	4.190557	4.40334	4.07895	4.84396	3.562590062228	4.35958
ZBTB40	3.20562	2.19232	1.62783	1.61058	1.85395	2.71802	3.43692	2.31258	2.55418	4.58404	2.11542	2.17372	2.2662	2.32712	1.66146	1.65484	1.48614	2.64085	1.80688	1.49847	3.10174	2.28811	4.06203	2.03633
ZBTB41	1.90201	1.57919	2.67889	2.05558	2.18545	1.79235	1.96295	1.3343	1.9267	3.00072	2.21308	2.36111	2.37345	2.59091	1.94804	0.988176	0.946561	1.41227	1.52437	2.11326	2.75839	1.72738	1.22817	1.18364
ZBTB42	0	0.045744	0	0.218575	0	0	0	0.148302	0.0570676	0.223435	0.123238	0.12927	0	0	0	0.0963043	0.0954248	0.140242	0.139801	0.238336	0.137288	0.0509075	0.108823	0
ZBTB43	5.6726	3.11707	4.94752	4.45988	4.04648	4.27009	5.14177	6.74838	6.32865	7.8247	4.17329	3.67873	3.95251	4.36369	4.59706	2.94734	2.90688	3.86711	4.19738	6.78904	6.1404	4.08669	4.72032	2.85116
ZBTB44	15.142107	10.695343	11.254499	10.83961	9.7347990209644	16.209318	17.962208	15.14431	16.885294	17.412393	11.31287	17.70684441687	12.41724237	18.65947	14.151046	7.613035	10.6357990013675	12.2522293	11.769801	15.389105	14.53408	16.420132	14.38930497	9.478499
ZBTB45	8.099109	11.145687	9.59246	10.84212	8.068897	7.30185	8.655884	7.422656	11.621379	6.904544	10.61682	11.543178	11.3785	9.904	11.1750587	10.410541	12.131963	12.987252	12.38203	9.538448	8.72268	12.662171	11.777191	14.852884
ZBTB46	1.54207	1.21273	1.29077	1.07055	0.819657	1.73242	1.96023	2.41789	2.67654	3.24053	1.69088	1.83158	2.45894	1.57979	2.55443	2.08556	2.44188	2.39506	1.92983	3.39087	5.44742	1.96878	3.31618	2.62469
ZBTB47	7.96968	5.312606	9.87131	8.09067	8.10251	3.07796	4.952713	7.27053	6.16294	4.90534	2.92605	4.110029	4.233261339	3.508279	8.28887	7.14087	11.56595	5.73187	6.66846	6.619606	11.35297	8.25153	10.03658	7.46328
ZBTB48	6.84983	5.7288	7.32811	7.65221	7.70231	4.25885	6.25552	7.70239	4.333	6.94007	4.8003	5.6087	6.32904	4.34526	9.66915	10.4467	9.31813	7.83694	9.42052	6.46279	6.54336	6.92799	12.9849	7.88764
ZBTB49	1.58413	1.30257	1.89828	1.9485	1.76871	1.5565	1.22147	1.85103	1.34569	1.407740919071	1.25329	0.998702	1.6323000320497	1.79203	2.25199	1.029878	1.851637	1.14153	1.78218	2.0342	2.01031	1.11897	2.03653	1.120808
ZBTB5	5.65595	3.79311	6.512209	4.057236	4.63411	6.52438	6.0190782	4.42649	10.471254	5.13817	3.826786	3.90713	3.68911	5.190521	4.068921	3.1742669	3.25775	4.014862	2.996134	6.160918	6.85705	4.5858475	3.623307	3.1072427
ZBTB6	3.80594	2.91188000177192	3.30722	2.986149189176	2.42646	3.28354	4.00849651	2.95256560754	3.691913271	4.48563037474077	2.367184	2.98419694334	3.74979	2.31681656	3.172895	1.64162	1.42687	1.9734400016576	1.67062604	2.814017056	3.04314377423	3.52897	2.28925036	1.93871709
ZBTB7A	7.17138	4.54829	6.01498	7.09555	7.38595	3.78926	6.32155	7.50373	6.94365	7.27978	6.04999	6.48641	7.4029	7.4755	6.0944	5.78323	4.88458	4.6442	6.96596	8.01867	8.50314	5.13913	7.75407	5.67074
ZBTB7B	51.83106	39.50032	40.36345	35.48104	37.84418	26.42279	21.92615	44.57463	38.79159	28.42747	26.51478	38.43549	45.89333	37.26191	27.64628	26.59156	27.07974	28.91927	19.98061	38.2599	47.05095	28.10566	29.57218	20.1351
ZBTB7C	0.19474	0.1547	0.164642	0.0264741	0.0250395	0.0236791	0.163827	0.0717546	0.210833	0.080791	0.0595382	0.209021	0.0646605	0.121557	0.234801	0.567725	0.0930512	0.158967	0.247754	0.0957204	0.2167317	0.147825	0.131473	0.0243411
ZBTB8A	3.08806	2.092788	2.94674	1.986207	1.74919	2.84927	2.40275	1.73555	9.732	1.37917	1.012222	2.901235	3.05876	1.81572	2.006336	1.4368	1.281416	1.914809	1.655074	2.291077	3.250076	3.46141	2.00239	0.800547
ZBTB8B	1.92825	1.18311	1.83576	1.59394	1.42394	0.871629	1.30505	0.960175	1.7196	1.8626	1.32805	0.83497300318983	1.65848	0.881292	1.83286	1.42862	1.11453	1.91666	1.70807	1.77262	1.82428000671472	1.42859	1.984721	1.19429
ZBTB8OS	6.978204	6.267951	10.830556	16.143424	7.022352	8.671531	6.864593	8.182033	17.750117	9.20914	7.459828	6.719262	7.524723	14.89958	7.81964	10.759631	5.575074	10.429248	10.700943	13.35911	10.488312	12.325262	7.862835	12.572123
ZBTB9	3.14332	5.5385	5.92484	4.72439	6.39262	4.23671	3.776957	3.27376	5.20218	5.27115	6.06791	7.117582	4.7	5.8925	6.35012	5.288446421	5.81025	5.32308	6.400935	3.9722	4.76459	5.605891	6.67096	6.01294
ZC2HC1A	0.712804	0.348108	0.164788	0.370941	0.350886	0.442664	0.281097	0.195533	0.771954	0.755251	0.452071	1.20256	0.264324	0.286199	0.274227	0.163224	0.2186	0.290537	0.394627	0.939607	1.05866	0.604218	0.432589	0.400629
ZC2HC1B	0	0	0	0	0	0	0.234714	0	0	0	0	0	0.641466	0	0	0	0	0	0	0	0	0	0	0
ZC2HC1C	0.714497143	1.40177616	1.039092085	2.14796133	1.2399	1.1784315	0.695314	0.783139000284729	0.883848162	1.4829453155	1.92510000024125	1.6182315434	1.93622	1.77086	1.785219	1.402963097	1.44061508	2.210618	1.715214	1.394653	1.11797737	0.87065591	2.35132	1.38016
ZC3H10	2.018499	1.35353	1.781995	1.60188	1.531517	1.69561	1.774491	1.2537	1.911496	1.974893	1.22601	1.88787	2.03625	1.491034	1.807978	1.1967488	1.20557	1.416942	1.43343	1.588132	1.808086	1.28805	1.695909	1.23271
ZC3H11A	16.914988	13.596929	19.12891193	14.848321262	16.618357	19.40843	18.58903	19.43554255206	20.07863	22.68432	12.93717	16.19219	14.55977	16.105591	19.16485	14.246704103	10.76295211	13.11084	12.72533	19.266846	19.34015296	13.66203496	17.20785	10.69411752
ZC3H12A	6.4633	10.169833	6.94737	12.121809	6.372456	14.24682	11.98599	13.75676	13.38997	7.41001	6.837	8.976141	7.269526	7.439346	7.37752	6.10798	5.80079	6.01083	5.89155	11.59184	9.37108	6.2911	9.37671	5.38328
ZC3H12B	0.034941030924	0.12198973778	0.054290224413	0.097007780293	0.05727001998	0.010852908479	0.053550194887	0.0116919	0.0808098	0.06146965334	0.136049	0.07151953029	0.05926268443	0.069408676792	0.032412199109	0.08546942945	0.0226887	0.134988942392	0.041260632758	0.0263555713072	0.020187809	0.056581801743	0.10849020839	0.045658876758
ZC3H12C	0.890451	0.887479	0.813686	0.979254	0.702231	0.364628	0.623033	0.324126	0.603685	0.314048	0.615862838	0.917004	1.07237	0.992925	0.636308	0.500637	0.367919	0.538937	0.592334	0.651771	0.753343	0.460576	0.343834	0.54599
ZC3H12D	0	0	0.0755907	0	0.0805365	0.0766985	0	0	0.0891988	0	1.0577	0	0.208423	0.196626	0	0	0	0.072838	0	0.186448	0.142857	0	0	0.156728
ZC3H13	8.2322	5.17522800264294	7.34371	7.6786121805	5.475531	6.45825	8.8035800447405	8.78292206494	7.42455	9.46724	5.676554994925	7.08879	7.3837823	6.14640600222433	8.838658458	6.48893152386	5.089154	6.374577869	6.230536	6.89205	6.32102	6.580185	6.946803	4.479416
ZC3H14	15.404031	13.402596	10.54496	11.531689	12.023423	14.406557	14.67803	11.485414	16.7470151	14.924527	14.485531	15.31663	13.737619	12.539711	10.806065270645	7.809904	7.637988	10.9028045	11.51993	13.0786559	14.743074	10.42798	9.850158	10.712426
ZC3H15	33.2952	27.609	26.0634	22.3863	22.6562	24.5136	28.0031	29.131	26.6029	28.8084	30.7513	31.2149	33.012	27.633	23.04	20.275	15.5595	23.2377	21.3025	24.9711	28.8029	24.2809	20.3995	18.6989
ZC3H18	21.5955	20.301673	18.42663	20.7402000010612	17.3417	16.784202433	20.51495	15.26131907	19.5466000209957	21.5106	16.002	22.713	20.43467726	19.9890000084737	18.2287	20.528399	17.835	18.310855	19.4297	15.8734	18.200509	16.03552	21.08860950943	13.88455
ZC3H3	3.06666	4.69662	5.19601	4.55653	4.814	3.0278	3.52808	3.29509	3.55979	3.98639	3.035	4.5256	3.61962	2.92458	5.62763	4.47956	5.0584	3.73244	3.94498	3.02685	4.38039	4.56047	7.47507	4.64565
ZC3H4	10.74023	7.9670928	11.554799	10.475129	8.565536759	6.40791028374	8.2270850284461	11.2086310009466	6.96548000498856	12.11028099	6.514835512	10.143318	10.02038	7.262468	12.71191	10.59017	10.03341167	8.925886451	10.04279422136	10.29489	7.83702	7.528014	9.2025130270833	8.6150300173288
ZC3H6	1.066604	0.883729	1.735559	1.85221000052703	1.175285	0.869583	0.7382799	1.338613	0.7038208	1.305215	1.243758	1.066149	1.394813	1.1488400208094	1.457571	0.89514000133255	1.000886	1.05174000008296	1.11221000368794	1.296304	0.6456587	1.009591	0.722735	0.87049700178378
ZC3H7A	28.66588	26.76972	20.26437	23.78812	20.02074	23.32239	19.54468	17.71598	30.50403	20.04922	19.225	26.36385	29.2045	21.695137842	24.40502	22.52848	17.87764	20.87763	21.87931	19.12344	24.7967	22.78956	22.0421	14.49587
ZC3H7B	6.71897	4.736282	7.214799	6.650158	5.536412	4.343365	4.53966	4.97469	5.68082	5.381093	4.4178	4.37538	3.92003	4.968513	6.472261	6.150224	4.50505	6.06648	6.44821	4.86338	5.285422	5.88518	5.029068	5.20585
ZC3H8	5.000349	5.235196	6.082513	5.583183	6.306353	5.141277	6.254566	4.024162	3.125425	9.12081631178	5.366154	5.88983	5.191227	7.372900677	6.780282	4.761144	4.3202197	4.281442	5.9718138208858	4.9697846	4.88652	4.8550425	7.5480984	4.5954144
ZC3HAV1	15.8574	13.5358	6.28746	11.9724	11.3779	10.7006	22.7437	13.1551	32.4212	10.3581	8.75419	13.0401	12.5856	10.9356	13.0923	5.92731	10.6821	8.20859	8.85614	22.2041	31.305	16.0823	8.76468	8.05946
ZC3HAV1L	0.445364	0.589687	0.920935	0.758317	0.588809	0.279388	0.529837	0.287707	0.576163	0.614787	0.497382	0.538562	0.252034	0.467373	0.85438	0.721594	0.472982	0.602406	0.564146	0.790008	0.747396	0.18796	0.568149	0.185244
ZC3HC1	14.3136	12.0261	9.94312	10.9372	9.00188	9.61095	12.5641	10.6291	10.7209	11.2587	12.9037	13.0244	11.9425	7.95416	9.9956	9.09403	10.5631	11.3813	11.5606	9.27378	9.37544	9.90276	11.3316	10.4727
ZC4H2	0.822156	0.535296	0.608263	0.684469	0.647683	0.377491	0.529118	0.290528	0.311067	0.858906	0.431191	0.75633	0.280857	0.393073	0.76075	0.621804	0.436352	0.523816	0.62541	0.216088	0.704414	0.557861	0.34002939	0.352336
ZCCHC10	2.18852	1.26844	2.68135	3.87562	2.14324	2.98886	2.20436	0.403905	2.83407	4.11244	1.95282	3.20761	1.32172	2.24763	3.7425	3.42519	2.83515	2.58584	1.66009	2.8456	2.08572	4.15784	2.04661	2.90462
ZCCHC12	0.938825	0.3905402372	0.364928	0.361138	0.196305	0.41895937246	0.457088	0.18760254815	0.433014135058	0.5297732806	0.40916865377	0.551758	0.31712473041	0.4179792557	0.364669	0.497418	0.721328	1.02007256838	0.663114	0.640429	0.988265	0.7244988433	0.56778791204	0.755883
ZCCHC13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZCCHC14	4.70449	3.80625	5.14731	4.5652	4.11586	4.21458	2.74589	3.03731	3.9752	2.84062	2.93654	3.65696	3.43201	3.33689	3.69541	3.57898	3.86074	2.76313	3.98791	4.19098	3.79462	3.53657	4.50116	2.71446
ZCCHC17	5.606515	6.389285	5.320912	7.159245	5.982071	4.74542	5.76995411	4.21587	7.709246	5.57106	6.596457	5.4771	5.503	4.72751	8.24748	5.685688	4.356684	5.978827	6.222824	5.093807	6.383778	5.122999	4.687816	5.13489
ZCCHC2	14.407	7.40421	9.59537	7.52531	8.44932	9.56297	9.12236	11.1365	10.6014	8.87688	6.58209	8.43692	8.72546	7.37844	8.02734	5.27398	6.46513	5.9685	6.75317	8.13106	8.46509	5.13568	8.61298	5.23791
ZCCHC24	21.965	25.1426	31.7145	24.2488	35.3374	24.6961	28.7941	33.9088	28.0951	44.9298	36.5946	33.8253	39.0863	26.3195	44.7928	43.9891	32.8899	43.938	48.2714	29.3294	38.5913	39.0743	42.2383	36.0638
ZCCHC3	1.25523	0.39676	1.82776	0.870223	0.935655	0.815308	0.280062	0.679418	0.164856	0.685592	0.267224	0.653635	0.193387	0.500293	0.772368	0.626897	0.797072	0.912956	0.471658	0.602144	1.02524	0.552449	1.77003	1.05531
ZCCHC4	3.06482	2.75697	2.76682	2.6319	1.71848	2.59019	2.6568	1.64184	1.19686	2.6822	2.96263	2.31811	2.89922	2.13043	2.5659	1.59906	1.75473	2.503	1.83079	2.87387	2.01402	2.07069	2.83768	1.90952
ZCCHC7	2.80079	1.79104	2.109442	2.24437	2.425930110926	2.0983	2.45814	2.80649	4.48542	2.03798	2.5448	3.298351	3.30503	2.42755	3.54587	1.749193	1.98029	2.249371	1.9124002	2.015566	2.56128	2.77355	1.93498	2.4888300325128
ZCCHC8	14.872929	13.585977	17.38094	19.087681	16.831193	13.895754	14.106386	9.712831	16.97594	14.56506	13.60371	17.32637	13.22814	14.88743	13.0639	11.504282	12.65494	14.499818	13.20662	15.918497	9.57527	10.700024	10.918593	10.6808
ZCCHC9	0	0	9.64288e-05	5.619955	5.74137	1.356	0	0	1.76541	0.480295	0	0	6.28811	0	0.896295	0.324452	1.33311	0.468813	0	3.431069	0.198171	0.527183	0.572702	1.357179
ZCRB1	27.016532	27.799765	30.649111	31.079487	23.578792	24.898842	27.8818084	30.374458	24.580008	41.370148	33.968659	34.648004	37.6773	32.996978	36.460092	32.295631	27.186835	37.873623	33.118359	24.684142	27.153648	34.157324	26.900702	26.913098
ZCWPW1	2.5788	1.21686	2.92799	1.80082	1.30505	1.06424	0.94938	1.4547	1.31716	0.703008	1.20779	0.768679	1.31116	0.748819	1.05414	1.34933	0.772296	0.720519	0.750491	1.58278	1.7617	1.56963	0.457156	1.02216
ZCWPW2	0	0.296736	0.448024	0	0.317569	0	0.0595042	0	0.281438	0.068743	0.151523	0.0794791	0.280809	0	0.320017	0.141526	0.233616	0.406208	0.229428	0.0643432	0.112651	0	0.0737106	0
ZDBF2	1.23395	0.641888	1.1344	0.818959	0.857166	0.00869867	0.00860644	0.0176027	0	0	0.0437783	0.0229185	0.0237863	0.100508	0.0777507	0	0	0.0166427	0.0165654	0.00702823	0.00812516	0.0272023	0.0193376	0.0179146
ZDHHC1	12.007834	13.65815	17.795865	18.56955	17.230629	14.967634	14.870862	13.848916954	18.31776	16.56034	15.321338	15.318253	15.84125	15.385874	27.186907	17.84226	20.99916	21.97252	16.5112812	14.146451	14.582413	16.27762	25.22288	21.134774
ZDHHC12	30.0048	23.9134	40.4166	43.1122	49.007	27.2386	25.8914	33.7344	26.5262	31.4886	30.9815	28.0645	38.0196	23.5145	43.3073	39.2404	43.0192	32.4945	33.4131	26.7188	28.5229	29.7731	37.2625	47.098
ZDHHC13	0.32091175725	0.157839	0.169342532246	0.471719	0.13524950458	0.423215	0.167103	0.12924360836	0.590489	0.577897	0.637843	0.3377479653	0.23302119856	0.21932012384	0.251311	0.167847466835	0.16664001611	0.28517	0.081201914264	0.410919	0.434203	0.31057788013	0.37923876878	0.261769
ZDHHC14	8.70151	5.07905	8.07693	9.13261	7.64961	5.56404	7.69862	9.40343	9.24823	7.71289	5.36503	9.80519	9.08188	8.24416	9.58162	6.5805	8.87349	8.77985	8.22783	8.55897	8.47985	8.34187	8.43281	7.71975
ZDHHC15	0.429359	0.37323	0.594348	0.390071	0.738486	0.50171	0.248577869	0.655385	0.465649	1.08251	0.31632012	2.17547	0.137270745	0.193900569	0.495026	0.984488	0.292506	0.572094	0.14258	0.283616	0.140953847	0.571082	0.832401	1.69296
ZDHHC16	20.83359	15.667567	20.15783	22.44997	26.69766	16.18776	20.49073	20.48725	19.77943	24.73834	21.90135	27.11298	23.50141	19.97496	31.813344	24.28057	30.237226	26.748353	29.53743	25.76579	23.14827	27.12813	24.49725	30.6011
ZDHHC17	6.49725	4.82703	5.28097	4.77848	5.05965	5.41628	5.96068	6.07189	8.00737	7.50749	6.81046	5.73453	6.53198	7.65996	4.23724	2.9565	2.07098	4.06173	4.74468	7.30276	5.51453	6.46746	3.95	3.78325
ZDHHC18	2.827628	2.44117	2.841806	2.511743	2.088808	2.288828	1.380772	2.350184	2.333269	3.278369	4.359092	3.079843	2.719462	2.556513	3.45504	4.73783	3.350958	3.50158	2.70967	3.285556	4.772313	4.221642	4.203164	2.75071
ZDHHC19	1.05311	0.82564	1.67529	1.58623	0.976821	0.533675	1.0483	0.732425	2.82218	3.3712	1.19069	1.19195	2.70969	1.03512	1.20746	0.764169	1.23254	2.07256	0.57568	1.43075	0.800897	1.75906	3.03425	1.5462
ZDHHC2	0.381399	0.150686	0.209541	0.275063	0.137326	0.161767	0.0319787	0.163155	0.206373	0.311962	0.223273	0.171119	0.182357	0.189785	0.261828	0.206564	0.0640982	0.154263	0.155214	0.169567	0.168006	0.252112	0.16137	0.282273
ZDHHC20	2.3451987	1.915501	2.7239847	2.4429061	3.146386	2.093177	2.124135	2.93068200047272	3.4780227	2.7311439	2.934451	3.770841	3.1979024	2.65479323	3.70139	1.697631	1.9514622	2.477738839	1.8274232	3.0041298	3.312351	2.256382	1.513078	1.806893
ZDHHC21	0.62953	0.431042	0.705258901	0.634197	0.75942555	0.316351	0.345518	0.44504	0.420295	0.261922	1.139288	0.365569	0.491248	0.467845	0.7844708	0.353728434	0.342006	1.098809	0.277632	0.989888	0.94259	0.858124	0.580374	0.4433309
ZDHHC22	0.398311	0.11387627	0.225422	0.034078187	0.1216418	0.2746289	0.144037	0.117734	0.40678	0.485924652	0.211166	0.24114491	0.24981717	0.46986352	0.111013	0.487314	0.50818298	0.5533377	0.296924	0.76501604	0.89794700182771	0.303171	0.23708746	0.57435
ZDHHC23	0.270117429	0.375657	0.2333664507	0.2439372276	0.159690276	0.2501575	0.33155	0.406715863	0.290391	0.360184	0.1887682	0.198749088	0.25069	0.301253311	0.349344615	0.1641796	0.0330339205	0.2243246941	0.574325763	0.296116	0.579180557	0.52373309	0.167615697	0.275944557
ZDHHC24	8.02288	10.5277	18.6317	15.8683	15.7733	6.81478	9.31078	11.2338	6.87106	10.1964	11.3091	12.9287	11.5564	9.3524	17.3941	14.169	15.6218	15.39	14.8431	7.32795	10.2207	14.8813	15.0061	13.6789
ZDHHC3	14.84746	16.97252	21.98543	21.88058	20.71824	13.71028	18.6547	17.00929	14.11663	20.3845	21.3213	20.79209	23.10452	22.8036	26.1079	20.61013	21.8406	22.42658	29.6028	19.8407	16.64309	26.85328	22.22488	22.36325
ZDHHC4	7.442046	7.69767	11.206812	11.887137	9.67573	8.3269	9.314061	9.119626	9.66112	8.226323	7.95234	9.93003	7.6936	9.99244	9.88136	8.559824	9.46679	6.775016	7.64562	7.176382	7.803899	9.07377	9.328262	9.279796
ZDHHC5	30.154109	30.87267	28.692721	27.14331	33.994462	22.364826	25.224119	23.96623	30.88438	30.111374	33.48254	32.16739	33.17071	39.60539	33.315303	19.865506	23.68702	33.38428	31.805676	33.844082	27.024956	32.444783	28.56488	31.82072
ZDHHC6	32.292353	28.614539	23.8272	28.726078	31.6816	35.4205	40.115726	44.1012	31.0821	42.9591	37.0221	35.392	39.8465	38.9165	38.41422	33.988683	32.84	42.3825	31.1554	39.662884	41.74151	36.612983	24.755825	37.989323
ZDHHC7	41.4324	33.768	48.4774	47.6605	53.3766	29.3981	36.192	53.646	32.2549	32.4304	27.4436	44.4068	42.1625	30.4225	41.4948	57.481	56.0078	46.4233	39.6955	37.9088	50.0874	50.7624	52.3105	41.2518
ZDHHC8	2.511318	2.965151	15.18138	12.71282	7.74852	3.409608	4.06512082	8.549637	6.447054	2.2244048	3.33	2.581959	3.19973200748793	1.960374	4.598827	10.519111	5.953783	6.133961	5.407279	7.248278	5.459434	4.828978	5.3045470670995	3.99793936718
ZDHHC9	22.19646	24.2875	25.55486	23.11912	28.91197	25.54821	26.44163	27.43025	34.1481	30.63455	33.640740119182	28.99421	29.40605	33.5112	36.20326571341	22.54286	27.63642	33.02233	30.90164	30.95579	34.443	41.26622	28.11034	32.31422
